MESE,ANNO,REGIONE,COD ISTAT REGIONE,STATO ESTERO,CODICE ISO STATO,TIPO SOGGETTO,RETTIFICHE,CAMBI DI RESIDENZA,AUTOCERTIFICAZIONI,VISURE,CERTIFICATI,TOTALE
11,2021,LOMBARDIA,03,REPUBBLICA POPOLARE CINESE,CHN,AIRE,6,0,8,17,2,33
11,2021,PIEMONTE,01,REPUBBLICA POPOLARE CINESE,CHN,AIRE,0,0,2,4,0,6
11,2021,PUGLIA,16,REPUBBLICA POPOLARE CINESE,CHN,AIRE,0,0,2,3,2,7
11,2021,SARDEGNA,20,REPUBBLICA POPOLARE CINESE,CHN,AIRE,1,0,0,0,5,6
11,2021,SICILIA,19,REPUBBLICA POPOLARE CINESE,CHN,AIRE,1,0,1,2,4,8
11,2021,TOSCANA,09,REPUBBLICA POPOLARE CINESE,CHN,AIRE,3,0,2,1,5,11
11,2021,UMBRIA,10,REPUBBLICA POPOLARE CINESE,CHN,AIRE,0,0,0,1,1,2
11,2021,CAMPANIA,15,ROMANIA,ROU,AIRE,1,0,4,12,2,19
11,2021,LAZIO,12,ROMANIA,ROU,AIRE,3,0,1,11,1,16
11,2021,LIGURIA,07,ROMANIA,ROU,AIRE,0,0,7,4,9,20
11,2021,LOMBARDIA,03,ROMANIA,ROU,AIRE,2,0,3,0,1,6
11,2021,MARCHE,11,ROMANIA,ROU,AIRE,0,0,1,0,0,1
11,2021,PIEMONTE,01,ROMANIA,ROU,AIRE,2,0,2,5,6,15
11,2021,PUGLIA,16,ROMANIA,ROU,AIRE,0,0,0,0,1,1
11,2021,SICILIA,19,ROMANIA,ROU,AIRE,1,0,2,1,3,7
11,2021,VENETO,05,ROMANIA,ROU,AIRE,0,0,5,7,15,27
11,2021,CALABRIA,18,SAN MARINO,SMR,AIRE,0,0,0,0,4,4
11,2021,EMILIA ROMAGNA,08,SAN MARINO,SMR,AIRE,3,0,11,19,20,53
11,2021,MARCHE,11,SAN MARINO,SMR,AIRE,1,0,0,2,0,3
11,2021,PUGLIA,16,SAN MARINO,SMR,AIRE,0,0,0,0,1,1
11,2021,SICILIA,19,SAN MARINO,SMR,AIRE,0,0,1,0,0,1
11,2021,LAZIO,12,SENEGAL,SEN,AIRE,0,0,4,1,0,5
11,2021,LOMBARDIA,03,SENEGAL,SEN,AIRE,0,0,0,0,2,2
11,2021,PUGLIA,16,SENEGAL,SEN,AIRE,2,0,0,0,0,2
11,2021,TOSCANA,09,SENEGAL,SEN,AIRE,0,0,0,0,1,1
11,2021,EMILIA ROMAGNA,08,SERBIA,SRB,AIRE,0,0,1,0,0,1
11,2021,FRIULI VENEZIA GIULIA,06,SERBIA,SRB,AIRE,0,0,1,0,0,1
11,2021,LAZIO,12,SERBIA,SRB,AIRE,0,0,2,2,0,4
11,2021,VENETO,05,SERBIA,SRB,AIRE,0,0,1,1,0,2
11,2021,LOMBARDIA,03,SEYCHELLES,SYC,AIRE,0,0,1,2,0,3
11,2021,PIEMONTE,01,SEYCHELLES,SYC,AIRE,0,0,0,0,1,1
11,2021,CAMPANIA,15,SINGAPORE,SGP,AIRE,0,0,1,0,1,2
11,2021,EMILIA ROMAGNA,08,SINGAPORE,SGP,AIRE,0,0,0,2,1,3
11,2021,LAZIO,12,SINGAPORE,SGP,AIRE,1,0,3,3,0,7
11,2021,LIGURIA,07,SINGAPORE,SGP,AIRE,1,0,2,2,0,5
11,2021,VENETO,05,SINGAPORE,SGP,AIRE,0,0,0,0,2,2
11,2021,CAMPANIA,15,SLOVACCHIA,SVK,AIRE,4,0,2,0,0,6
11,2021,EMILIA ROMAGNA,08,SLOVACCHIA,SVK,AIRE,1,0,3,1,3,8
11,2021,FRIULI VENEZIA GIULIA,06,SLOVACCHIA,SVK,AIRE,1,0,4,0,0,5
11,2021,LAZIO,12,SLOVACCHIA,SVK,AIRE,0,0,2,4,0,6
11,2021,LIGURIA,07,SLOVACCHIA,SVK,AIRE,0,0,0,0,1,1
11,2021,LOMBARDIA,03,SLOVACCHIA,SVK,AIRE,0,0,0,0,1,1
11,2021,MOLISE,14,SLOVACCHIA,SVK,AIRE,1,0,0,0,0,1
11,2021,TOSCANA,09,SLOVACCHIA,SVK,AIRE,1,0,0,0,0,1
11,2021,FRIULI VENEZIA GIULIA,06,SLOVENIA,SVN,AIRE,2,0,10,16,1,29
11,2021,PUGLIA,16,SLOVENIA,SVN,AIRE,1,0,0,3,3,7
11,2021,TOSCANA,09,SLOVENIA,SVN,AIRE,0,0,7,7,5,19
11,2021,VALLE D'AOSTA,02,SLOVENIA,SVN,AIRE,0,0,0,0,4,4
11,2021,ABRUZZO,13,SPAGNA,ESP,AIRE,2,0,1,1,2,6
11,2021,BASILICATA,17,SPAGNA,ESP,AIRE,2,0,3,0,0,5
11,2021,CALABRIA,18,SPAGNA,ESP,AIRE,0,0,2,0,0,2
11,2021,CAMPANIA,15,SPAGNA,ESP,AIRE,13,0,14,18,2,47
11,2021,EMILIA ROMAGNA,08,SPAGNA,ESP,AIRE,4,0,11,5,10,30
11,2021,FRIULI VENEZIA GIULIA,06,SPAGNA,ESP,AIRE,2,0,5,6,2,15
11,2021,LAZIO,12,SPAGNA,ESP,AIRE,20,0,28,51,23,122
11,2021,LIGURIA,07,SPAGNA,ESP,AIRE,1,0,2,0,5,8
11,2021,LOMBARDIA,03,SPAGNA,ESP,AIRE,6,0,22,30,22,80
11,2021,MARCHE,11,SPAGNA,ESP,AIRE,3,0,2,4,1,10
11,2021,MOLISE,14,SPAGNA,ESP,AIRE,0,0,0,0,2,2
11,2021,PIEMONTE,01,SPAGNA,ESP,AIRE,8,0,18,15,26,67
11,2021,PUGLIA,16,SPAGNA,ESP,AIRE,1,0,7,9,8,25
11,2021,SARDEGNA,20,SPAGNA,ESP,AIRE,4,0,3,0,9,16
11,2021,SICILIA,19,SPAGNA,ESP,AIRE,4,0,19,18,26,67
11,2021,TOSCANA,09,SPAGNA,ESP,AIRE,3,0,3,5,15,26
11,2021,TRENTINO ALTO ADIGE,04,SPAGNA,ESP,AIRE,1,0,0,0,8,9
11,2021,UMBRIA,10,SPAGNA,ESP,AIRE,1,0,1,0,5,7
11,2021,VENETO,05,SPAGNA,ESP,AIRE,2,0,8,3,8,21
11,2021,TOSCANA,09,SRI LANKA,LKA,AIRE,0,0,0,2,0,2
11,2021,ABRUZZO,13,STATI UNITI D'AMERICA,USA,AIRE,1,0,4,2,8,15
11,2021,CALABRIA,18,STATI UNITI D'AMERICA,USA,AIRE,1,0,1,3,1,6
11,2021,CAMPANIA,15,STATI UNITI D'AMERICA,USA,AIRE,13,0,3,41,15,72
11,2021,EMILIA ROMAGNA,08,STATI UNITI D'AMERICA,USA,AIRE,3,0,4,9,14,30
11,2021,FRIULI VENEZIA GIULIA,06,STATI UNITI D'AMERICA,USA,AIRE,0,0,0,4,2,6
11,2021,LAZIO,12,STATI UNITI D'AMERICA,USA,AIRE,18,0,28,34,28,108
11,2021,LIGURIA,07,STATI UNITI D'AMERICA,USA,AIRE,1,0,4,8,2,15
11,2021,LOMBARDIA,03,STATI UNITI D'AMERICA,USA,AIRE,18,0,25,52,31,126
11,2021,MARCHE,11,STATI UNITI D'AMERICA,USA,AIRE,1,0,0,9,0,10
11,2021,MOLISE,14,STATI UNITI D'AMERICA,USA,AIRE,1,0,4,0,0,5
11,2021,PIEMONTE,01,STATI UNITI D'AMERICA,USA,AIRE,2,0,9,5,4,20
11,2021,PUGLIA,16,STATI UNITI D'AMERICA,USA,AIRE,1,0,6,0,2,9
11,2021,SARDEGNA,20,STATI UNITI D'AMERICA,USA,AIRE,1,0,1,1,1,4
11,2021,SICILIA,19,STATI UNITI D'AMERICA,USA,AIRE,5,0,10,14,20,49
11,2021,TOSCANA,09,STATI UNITI D'AMERICA,USA,AIRE,1,0,2,6,22,31
11,2021,TRENTINO ALTO ADIGE,04,STATI UNITI D'AMERICA,USA,AIRE,2,0,8,10,0,20
11,2021,UMBRIA,10,STATI UNITI D'AMERICA,USA,AIRE,0,0,1,0,0,1
11,2021,VENETO,05,STATI UNITI D'AMERICA,USA,AIRE,6,0,4,30,13,53
11,2021,LAZIO,12,SUDAN,SDN,AIRE,0,0,0,1,0,1
11,2021,ABRUZZO,13,SVEZIA,SWE,AIRE,0,0,1,0,1,2
11,2021,BASILICATA,17,SVEZIA,SWE,AIRE,0,0,1,0,0,1
11,2021,CAMPANIA,15,SVEZIA,SWE,AIRE,4,0,1,0,0,5
11,2021,EMILIA ROMAGNA,08,SVEZIA,SWE,AIRE,0,0,1,0,1,2
11,2021,FRIULI VENEZIA GIULIA,06,SVEZIA,SWE,AIRE,0,0,0,2,0,2
11,2021,LAZIO,12,SVEZIA,SWE,AIRE,1,0,3,2,3,9
11,2021,LIGURIA,07,SVEZIA,SWE,AIRE,1,0,0,3,2,6
11,2021,LOMBARDIA,03,SVEZIA,SWE,AIRE,0,0,4,2,0,6
11,2021,PIEMONTE,01,SVEZIA,SWE,AIRE,0,0,0,1,0,1
11,2021,PUGLIA,16,SVEZIA,SWE,AIRE,0,0,0,0,1,1
11,2021,SICILIA,19,SVEZIA,SWE,AIRE,4,0,1,2,0,7
11,2021,TOSCANA,09,SVEZIA,SWE,AIRE,0,0,3,7,9,19
11,2021,ABRUZZO,13,SVIZZERA,CHE,AIRE,3,0,5,3,4,15
11,2021,BASILICATA,17,SVIZZERA,CHE,AIRE,1,0,7,6,0,14
11,2021,CALABRIA,18,SVIZZERA,CHE,AIRE,7,0,33,8,5,53
11,2021,CAMPANIA,15,SVIZZERA,CHE,AIRE,10,0,17,17,16,60
11,2021,EMILIA ROMAGNA,08,SVIZZERA,CHE,AIRE,1,0,6,11,12,30
11,2021,FRIULI VENEZIA GIULIA,06,SVIZZERA,CHE,AIRE,3,0,7,3,1,14
11,2021,LAZIO,12,SVIZZERA,CHE,AIRE,11,0,25,27,27,90
11,2021,LIGURIA,07,SVIZZERA,CHE,AIRE,9,0,7,3,5,24
11,2021,LOMBARDIA,03,SVIZZERA,CHE,AIRE,34,0,64,84,77,259
11,2021,MARCHE,11,SVIZZERA,CHE,AIRE,0,0,1,0,3,4
11,2021,MOLISE,14,SVIZZERA,CHE,AIRE,0,0,3,1,3,7
11,2021,PIEMONTE,01,SVIZZERA,CHE,AIRE,13,0,12,36,17,78
11,2021,PUGLIA,16,SVIZZERA,CHE,AIRE,12,0,14,30,27,83
11,2021,SARDEGNA,20,SVIZZERA,CHE,AIRE,1,0,16,2,5,24
11,2021,SICILIA,19,SVIZZERA,CHE,AIRE,3,0,15,17,18,53
11,2021,TOSCANA,09,SVIZZERA,CHE,AIRE,2,0,10,26,1,39
11,2021,TRENTINO ALTO ADIGE,04,SVIZZERA,CHE,AIRE,0,0,3,2,1,6
11,2021,UMBRIA,10,SVIZZERA,CHE,AIRE,1,0,0,0,0,1
11,2021,VALLE D'AOSTA,02,SVIZZERA,CHE,AIRE,1,0,0,0,0,1
11,2021,VENETO,05,SVIZZERA,CHE,AIRE,3,0,4,15,17,39
11,2021,ABRUZZO,13,TAIWAN,TWN,AIRE,0,0,1,0,0,1
11,2021,LOMBARDIA,03,TAIWAN,TWN,AIRE,1,0,0,1,5,7
11,2021,LOMBARDIA,03,TANZANIA,TZA,AIRE,1,0,1,0,1,3
11,2021,SICILIA,19,TANZANIA,TZA,AIRE,0,0,1,0,0,1
11,2021,EMILIA ROMAGNA,08,THAILANDIA,THA,AIRE,3,0,1,0,0,4
11,2021,FRIULI VENEZIA GIULIA,06,THAILANDIA,THA,AIRE,0,0,0,0,1,1
11,2021,LAZIO,12,THAILANDIA,THA,AIRE,1,0,2,5,0,8
11,2021,LOMBARDIA,03,THAILANDIA,THA,AIRE,0,0,5,11,6,22
11,2021,MARCHE,11,THAILANDIA,THA,AIRE,3,0,4,10,0,17
11,2021,PIEMONTE,01,THAILANDIA,THA,AIRE,7,0,7,29,5,48
11,2021,PUGLIA,16,THAILANDIA,THA,AIRE,1,0,1,0,0,2
11,2021,SICILIA,19,THAILANDIA,THA,AIRE,1,0,0,0,0,1
11,2021,TOSCANA,09,THAILANDIA,THA,AIRE,2,0,1,6,1,10
11,2021,UMBRIA,10,THAILANDIA,THA,AIRE,0,0,1,0,0,1
11,2021,PIEMONTE,01,TIMOR ORIENTALE,TLS,AIRE,0,0,0,3,0,3
11,2021,PUGLIA,16,TIMOR ORIENTALE,TLS,AIRE,1,0,0,3,0,4
11,2021,CALABRIA,18,TUNISIA,TUN,AIRE,0,0,1,0,0,1
11,2021,CAMPANIA,15,TUNISIA,TUN,AIRE,2,0,0,1,3,6
11,2021,EMILIA ROMAGNA,08,TUNISIA,TUN,AIRE,5,0,7,2,0,14
11,2021,FRIULI VENEZIA GIULIA,06,TUNISIA,TUN,AIRE,2,0,0,3,0,5
11,2021,LAZIO,12,TUNISIA,TUN,AIRE,8,0,11,10,6,35
11,2021,LIGURIA,07,TUNISIA,TUN,AIRE,0,0,2,1,0,3
11,2021,LOMBARDIA,03,TUNISIA,TUN,AIRE,3,0,1,0,10,14
11,2021,MARCHE,11,TUNISIA,TUN,AIRE,0,0,2,1,1,4
11,2021,PIEMONTE,01,TUNISIA,TUN,AIRE,0,0,1,5,8,14
11,2021,PUGLIA,16,TUNISIA,TUN,AIRE,0,0,4,4,2,10
11,2021,SARDEGNA,20,TUNISIA,TUN,AIRE,0,0,5,2,0,7
11,2021,SICILIA,19,TUNISIA,TUN,AIRE,1,0,5,9,11,26
11,2021,TOSCANA,09,TUNISIA,TUN,AIRE,5,0,2,3,1,11
11,2021,UMBRIA,10,TUNISIA,TUN,AIRE,2,0,1,5,2,10
11,2021,VENETO,05,TUNISIA,TUN,AIRE,0,0,3,2,1,6
11,2021,ABRUZZO,13,TURCHIA,TUR,AIRE,0,0,1,1,2,4
11,2021,EMILIA ROMAGNA,08,TURCHIA,TUR,AIRE,1,0,2,1,1,5
11,2021,LAZIO,12,TURCHIA,TUR,AIRE,2,0,2,0,0,4
11,2021,LIGURIA,07,TURCHIA,TUR,AIRE,0,0,0,2,0,2
11,2021,LOMBARDIA,03,TURCHIA,TUR,AIRE,0,0,4,5,0,9
11,2021,PUGLIA,16,TURCHIA,TUR,AIRE,0,0,1,0,0,1
11,2021,SICILIA,19,TURCHIA,TUR,AIRE,0,0,0,0,5,5
11,2021,TOSCANA,09,TURCHIA,TUR,AIRE,0,0,1,0,3,4
11,2021,VENETO,05,TURCHIA,TUR,AIRE,1,0,1,0,0,2
11,2021,ABRUZZO,13,UCRAINA,UKR,AIRE,3,0,7,8,18,36
11,2021,EMILIA ROMAGNA,08,UCRAINA,UKR,AIRE,1,0,1,0,1,3
11,2021,LIGURIA,07,UCRAINA,UKR,AIRE,1,0,1,5,0,7
11,2021,LOMBARDIA,03,UCRAINA,UKR,AIRE,0,0,1,0,1,2
11,2021,MARCHE,11,UCRAINA,UKR,AIRE,0,0,0,1,3,4
11,2021,PUGLIA,16,UCRAINA,UKR,AIRE,1,0,2,0,0,3
11,2021,ABRUZZO,13,UGANDA,UGA,AIRE,0,0,0,0,1,1
11,2021,LAZIO,12,UGANDA,UGA,AIRE,1,0,1,0,0,2
11,2021,CAMPANIA,15,UNGHERIA,HUN,AIRE,1,0,1,5,0,7
11,2021,EMILIA ROMAGNA,08,UNGHERIA,HUN,AIRE,0,0,0,0,1,1
11,2021,LAZIO,12,UNGHERIA,HUN,AIRE,0,0,0,2,0,2
11,2021,SICILIA,19,UNGHERIA,HUN,AIRE,0,0,0,1,0,1
11,2021,TRENTINO ALTO ADIGE,04,UNGHERIA,HUN,AIRE,0,0,2,0,0,2
11,2021,VENETO,05,UNGHERIA,HUN,AIRE,1,0,0,2,4,7
11,2021,CALABRIA,18,URUGUAY,URY,AIRE,3,0,0,0,0,3
11,2021,LIGURIA,07,URUGUAY,URY,AIRE,0,0,0,1,0,1
11,2021,LOMBARDIA,03,URUGUAY,URY,AIRE,0,0,0,2,0,2
11,2021,PIEMONTE,01,URUGUAY,URY,AIRE,0,0,2,0,0,2
11,2021,CAMPANIA,15,VENEZUELA,VEN,AIRE,4,0,1,0,0,5
11,2021,LAZIO,12,VENEZUELA,VEN,AIRE,0,0,4,0,1,5
11,2021,LOMBARDIA,03,VENEZUELA,VEN,AIRE,1,0,0,0,0,1
11,2021,PUGLIA,16,VENEZUELA,VEN,AIRE,1,0,1,1,0,3
11,2021,SICILIA,19,VENEZUELA,VEN,AIRE,2,0,3,0,0,5
11,2021,VENETO,05,VENEZUELA,VEN,AIRE,0,0,0,0,4,4
11,2021,FRIULI VENEZIA GIULIA,06,VIETNAM,VNM,AIRE,0,0,1,1,2,4
11,2021,LOMBARDIA,03,VIETNAM,VNM,AIRE,1,0,1,0,0,2
11,2021,LOMBARDIA,03,YEMEN,YEM,AIRE,0,0,1,0,0,1
11,2021,ABRUZZO,13,,,Residenti,606,0,4098,4906,4592,14202
11,2021,BASILICATA,17,,,Residenti,230,0,1992,2480,2154,6856
11,2021,CALABRIA,18,,,Residenti,1036,0,6819,7995,7627,23477
11,2021,CAMPANIA,15,,,Residenti,3284,0,19823,25204,24291,72602
11,2021,EMILIA ROMAGNA,08,,,Residenti,1563,0,14930,18428,17090,52011
11,2021,FRIULI VENEZIA GIULIA,06,,,Residenti,375,0,4409,5012,4325,14121
11,2021,LAZIO,12,,,Residenti,4084,0,20404,28703,27258,80449
11,2021,LIGURIA,07,,,Residenti,559,0,4728,5932,5530,16749
11,2021,LOMBARDIA,03,,,Residenti,4108,0,32902,38380,40438,115828
11,2021,MARCHE,11,,,Residenti,406,0,4268,4644,5168,14486
11,2021,MOLISE,14,,,Residenti,165,0,1093,1427,1376,4061
11,2021,PIEMONTE,01,,,Residenti,1572,0,13107,15947,14437,45063
11,2021,PUGLIA,16,,,Residenti,1789,0,13637,16133,15783,47342
11,2021,SARDEGNA,20,,,Residenti,646,0,5292,6630,5992,18560
11,2021,SICILIA,19,,,Residenti,2471,0,16671,19207,18272,56621
11,2021,TOSCANA,09,,,Residenti,1294,0,11335,14459,12480,39568
11,2021,TRENTINO ALTO ADIGE,04,,,Residenti,265,0,3433,3635,3147,10480
11,2021,UMBRIA,10,,,Residenti,326,0,2645,3155,3111,9237
11,2021,VALLE D'AOSTA,02,,,Residenti,53,0,418,477,368,1316
11,2021,VENETO,05,,,Residenti,1406,0,17042,19153,17804,55405
12,2021,ABRUZZO,13,ALBANIA,ALB,AIRE,0,0,0,2,0,2
12,2021,LIGURIA,07,ALBANIA,ALB,AIRE,0,0,0,0,1,1
12,2021,LOMBARDIA,03,ALBANIA,ALB,AIRE,0,0,1,0,0,1
12,2021,LAZIO,12,ALGERIA,DZA,AIRE,0,0,1,0,2,3
12,2021,FRIULI VENEZIA GIULIA,06,ARABIA SAUDITA,SAU,AIRE,0,0,1,4,1,6
12,2021,LAZIO,12,ARABIA SAUDITA,SAU,AIRE,0,0,0,1,0,1
12,2021,LOMBARDIA,03,ARABIA SAUDITA,SAU,AIRE,0,0,0,0,2,2
12,2021,TOSCANA,09,ARABIA SAUDITA,SAU,AIRE,0,0,0,0,2,2
12,2021,VENETO,05,ARABIA SAUDITA,SAU,AIRE,0,0,0,0,1,1
12,2021,BASILICATA,17,ARGENTINA,ARG,AIRE,0,0,0,4,0,4
12,2021,CAMPANIA,15,ARGENTINA,ARG,AIRE,0,0,0,2,0,2
12,2021,LAZIO,12,ARGENTINA,ARG,AIRE,0,0,1,0,0,1
12,2021,LOMBARDIA,03,ARGENTINA,ARG,AIRE,3,0,7,10,4,24
12,2021,MOLISE,14,ARGENTINA,ARG,AIRE,1,0,0,1,0,2
12,2021,PIEMONTE,01,ARGENTINA,ARG,AIRE,0,0,1,0,0,1
12,2021,SICILIA,19,ARGENTINA,ARG,AIRE,2,0,0,0,0,2
12,2021,ABRUZZO,13,AUSTRALIA,AUS,AIRE,0,0,1,0,3,4
12,2021,LAZIO,12,AUSTRALIA,AUS,AIRE,2,0,0,5,4,11
12,2021,LOMBARDIA,03,AUSTRALIA,AUS,AIRE,1,0,2,3,2,8
12,2021,PIEMONTE,01,AUSTRALIA,AUS,AIRE,0,0,2,0,0,2
12,2021,SICILIA,19,AUSTRALIA,AUS,AIRE,1,0,0,0,0,1
12,2021,BASILICATA,17,AUSTRIA,AUT,AIRE,0,0,0,0,1,1
12,2021,EMILIA ROMAGNA,08,AUSTRIA,AUT,AIRE,0,0,0,0,7,7
12,2021,FRIULI VENEZIA GIULIA,06,AUSTRIA,AUT,AIRE,0,0,0,0,3,3
12,2021,LAZIO,12,AUSTRIA,AUT,AIRE,3,0,3,4,0,10
12,2021,LOMBARDIA,03,AUSTRIA,AUT,AIRE,0,0,0,0,4,4
12,2021,MARCHE,11,AUSTRIA,AUT,AIRE,0,0,0,0,1,1
12,2021,MOLISE,14,AUSTRIA,AUT,AIRE,0,0,0,4,0,4
12,2021,PIEMONTE,01,AUSTRIA,AUT,AIRE,0,0,1,2,0,3
12,2021,PUGLIA,16,AUSTRIA,AUT,AIRE,1,0,0,0,0,1
12,2021,SICILIA,19,AUSTRIA,AUT,AIRE,1,0,1,6,9,17
12,2021,TOSCANA,09,AUSTRIA,AUT,AIRE,0,0,1,0,1,2
12,2021,TRENTINO ALTO ADIGE,04,AUSTRIA,AUT,AIRE,0,0,2,3,2,7
12,2021,UMBRIA,10,AUSTRIA,AUT,AIRE,0,0,0,0,8,8
12,2021,VENETO,05,AUSTRIA,AUT,AIRE,0,0,1,0,0,1
12,2021,LOMBARDIA,03,BAHREIN,BHR,AIRE,0,0,1,0,0,1
12,2021,ABRUZZO,13,BELGIO,BEL,AIRE,0,0,0,1,1,2
12,2021,BASILICATA,17,BELGIO,BEL,AIRE,0,0,0,0,1,1
12,2021,CAMPANIA,15,BELGIO,BEL,AIRE,12,0,10,4,3,29
12,2021,EMILIA ROMAGNA,08,BELGIO,BEL,AIRE,0,0,3,12,4,19
12,2021,FRIULI VENEZIA GIULIA,06,BELGIO,BEL,AIRE,0,0,1,0,0,1
12,2021,LAZIO,12,BELGIO,BEL,AIRE,4,0,2,3,5,14
12,2021,LOMBARDIA,03,BELGIO,BEL,AIRE,2,0,0,6,2,10
12,2021,MARCHE,11,BELGIO,BEL,AIRE,0,0,0,0,1,1
12,2021,PIEMONTE,01,BELGIO,BEL,AIRE,0,0,0,0,3,3
12,2021,PUGLIA,16,BELGIO,BEL,AIRE,1,0,1,4,2,8
12,2021,SICILIA,19,BELGIO,BEL,AIRE,0,0,1,0,2,3
12,2021,TOSCANA,09,BELGIO,BEL,AIRE,0,0,0,1,0,1
12,2021,TRENTINO ALTO ADIGE,04,BELGIO,BEL,AIRE,0,0,2,0,0,2
12,2021,UMBRIA,10,BELGIO,BEL,AIRE,0,0,1,1,0,2
12,2021,VENETO,05,BELGIO,BEL,AIRE,0,0,0,0,4,4
12,2021,LOMBARDIA,03,BELIZE,BLZ,AIRE,0,0,1,0,0,1
12,2021,ABRUZZO,13,BRASILE,BRA,AIRE,0,0,0,2,4,6
12,2021,BASILICATA,17,BRASILE,BRA,AIRE,1,0,0,0,0,1
12,2021,CALABRIA,18,BRASILE,BRA,AIRE,2,0,5,2,1,10
12,2021,CAMPANIA,15,BRASILE,BRA,AIRE,0,0,14,6,0,20
12,2021,EMILIA ROMAGNA,08,BRASILE,BRA,AIRE,1,0,1,0,0,2
12,2021,FRIULI VENEZIA GIULIA,06,BRASILE,BRA,AIRE,0,0,1,7,1,9
12,2021,LAZIO,12,BRASILE,BRA,AIRE,1,0,1,19,2,23
12,2021,LIGURIA,07,BRASILE,BRA,AIRE,0,0,0,0,1,1
12,2021,LOMBARDIA,03,BRASILE,BRA,AIRE,11,0,6,12,17,46
12,2021,MOLISE,14,BRASILE,BRA,AIRE,0,0,1,5,0,6
12,2021,PIEMONTE,01,BRASILE,BRA,AIRE,3,0,4,10,2,19
12,2021,PUGLIA,16,BRASILE,BRA,AIRE,1,0,1,0,0,2
12,2021,SICILIA,19,BRASILE,BRA,AIRE,0,0,5,8,2,15
12,2021,TOSCANA,09,BRASILE,BRA,AIRE,2,0,2,5,11,20
12,2021,TRENTINO ALTO ADIGE,04,BRASILE,BRA,AIRE,1,0,2,1,4,8
12,2021,UMBRIA,10,BRASILE,BRA,AIRE,1,0,0,2,2,5
12,2021,VENETO,05,BRASILE,BRA,AIRE,4,0,27,19,24,74
12,2021,CAMPANIA,15,BULGARIA,BGR,AIRE,0,0,0,1,3,4
12,2021,LAZIO,12,BULGARIA,BGR,AIRE,1,0,0,3,8,12
12,2021,SICILIA,19,BULGARIA,BGR,AIRE,0,0,1,3,4,8
12,2021,LIGURIA,07,CAMERUN,CMR,AIRE,0,0,1,0,0,1
12,2021,BASILICATA,17,CANADA,CAN,AIRE,1,0,0,0,0,1
12,2021,CAMPANIA,15,CANADA,CAN,AIRE,0,0,1,0,0,1
12,2021,EMILIA ROMAGNA,08,CANADA,CAN,AIRE,0,0,1,1,0,2
12,2021,FRIULI VENEZIA GIULIA,06,CANADA,CAN,AIRE,0,0,0,0,1,1
12,2021,LAZIO,12,CANADA,CAN,AIRE,0,0,0,2,0,2
12,2021,LOMBARDIA,03,CANADA,CAN,AIRE,0,0,0,1,3,4
12,2021,MARCHE,11,CANADA,CAN,AIRE,0,0,0,0,1,1
12,2021,VENETO,05,CANADA,CAN,AIRE,1,0,1,0,1,3
12,2021,CAMPANIA,15,CILE,CHL,AIRE,0,0,0,0,4,4
12,2021,LAZIO,12,CILE,CHL,AIRE,0,0,1,2,3,6
12,2021,LOMBARDIA,03,CILE,CHL,AIRE,0,0,0,0,1,1
12,2021,VENETO,05,CILE,CHL,AIRE,0,0,0,0,1,1
12,2021,EMILIA ROMAGNA,08,CIPRO,CYP,AIRE,0,0,1,0,0,1
12,2021,LAZIO,12,CIPRO,CYP,AIRE,1,0,0,1,1,3
12,2021,EMILIA ROMAGNA,08,COLOMBIA,COL,AIRE,2,0,0,1,0,3
12,2021,LOMBARDIA,03,COLOMBIA,COL,AIRE,0,0,1,2,1,4
12,2021,LIGURIA,07,COSTA D'AVORIO,CIV,AIRE,0,0,3,0,0,3
12,2021,PIEMONTE,01,COSTA RICA,CRI,AIRE,0,0,0,0,4,4
12,2021,FRIULI VENEZIA GIULIA,06,CROAZIA,HRV,AIRE,0,0,0,0,1,1
12,2021,PUGLIA,16,CROAZIA,HRV,AIRE,0,0,0,0,2,2
12,2021,LAZIO,12,CUBA,CUB,AIRE,0,0,0,2,1,3
12,2021,LOMBARDIA,03,CUBA,CUB,AIRE,0,0,1,0,0,1
12,2021,CALABRIA,18,DANIMARCA,DNK,AIRE,0,0,1,2,5,8
12,2021,EMILIA ROMAGNA,08,DANIMARCA,DNK,AIRE,1,0,0,0,0,1
12,2021,LAZIO,12,DANIMARCA,DNK,AIRE,0,0,0,2,6,8
12,2021,LIGURIA,07,DANIMARCA,DNK,AIRE,1,0,1,2,0,4
12,2021,PIEMONTE,01,DANIMARCA,DNK,AIRE,0,0,0,0,2,2
12,2021,PUGLIA,16,DANIMARCA,DNK,AIRE,1,0,1,0,0,2
12,2021,VENETO,05,DANIMARCA,DNK,AIRE,1,0,0,0,1,2
12,2021,VENETO,05,ECUADOR,ECU,AIRE,0,0,0,0,5,5
12,2021,FRIULI VENEZIA GIULIA,06,EGITTO,EGY,AIRE,0,0,0,2,0,2
12,2021,LAZIO,12,EGITTO,EGY,AIRE,2,0,0,0,1,3
12,2021,LOMBARDIA,03,EGITTO,EGY,AIRE,0,0,3,2,9,14
12,2021,PUGLIA,16,EGITTO,EGY,AIRE,0,0,0,0,1,1
12,2021,ABRUZZO,13,EMIRATI ARABI UNITI,ARE,AIRE,0,0,0,0,1,1
12,2021,LIGURIA,07,EMIRATI ARABI UNITI,ARE,AIRE,2,0,2,8,1,13
